model,image_id,fae_method,metric,score
resnet18,ISIC_0012989,occlusion,relevance_mass_accuracy,0.14230036735534668
squeezenet,ISIC_0012989,integrated_gradients,faithfulness_correlation,0.01904158666729927
squeezenet,ISIC_0012989,integrated_gradients,max_sensitivity,1.4744778871536255
squeezenet,ISIC_0012989,integrated_gradients,relevance_mass_accuracy,0.6360265016555786
squeezenet,ISIC_0012989,saliency,faithfulness_correlation,0.08726412057876587
squeezenet,ISIC_0012989,saliency,max_sensitivity,0.9975625872612
squeezenet,ISIC_0012989,saliency,relevance_mass_accuracy,0.2761770486831665
squeezenet,ISIC_0012989,gradcam,faithfulness_correlation,0.3762168288230896
squeezenet,ISIC_0012989,gradcam,max_sensitivity,0.6068190336227417
squeezenet,ISIC_0012989,gradcam,relevance_mass_accuracy,0.4832038879394531
squeezenet,ISIC_0012989,deep_lift,faithfulness_correlation,0.01027187705039978
squeezenet,ISIC_0012989,deep_lift,max_sensitivity,1.4427591562271118
squeezenet,ISIC_0012989,deep_lift,relevance_mass_accuracy,1.7638572454452515
squeezenet,ISIC_0012989,guided_backprop,faithfulness_correlation,-0.05658090114593506
squeezenet,ISIC_0012989,guided_backprop,max_sensitivity,1.0475273132324219
squeezenet,ISIC_0012989,guided_backprop,relevance_mass_accuracy,-0.24917399883270264
squeezenet,ISIC_0012989,lrp,faithfulness_correlation,-0.03640347346663475
squeezenet,ISIC_0012989,lrp,max_sensitivity,1.4090464115142822
squeezenet,ISIC_0012989,lrp,relevance_mass_accuracy,-1.4569522142410278
squeezenet,ISIC_0012989,occlusion,faithfulness_correlation,0.35759472846984863
squeezenet,ISIC_0012989,occlusion,max_sensitivity,1.010911464691162
squeezenet,ISIC_0012989,occlusion,relevance_mass_accuracy,0.3713708519935608
resnet18,ISIC_0013072,integrated_gradients,faithfulness_correlation,-0.09825430810451508
resnet18,ISIC_0013072,integrated_gradients,max_sensitivity,1.3102937936782837
resnet18,ISIC_0013072,integrated_gradients,relevance_mass_accuracy,0.8815266489982605
resnet18,ISIC_0013072,saliency,faithfulness_correlation,-0.04060642793774605
resnet18,ISIC_0013072,saliency,max_sensitivity,0.8595460653305054
resnet18,ISIC_0013072,saliency,relevance_mass_accuracy,0.35205546021461487
resnet18,ISIC_0013072,gradcam,faithfulness_correlation,0.22078467905521393
resnet18,ISIC_0013072,gradcam,max_sensitivity,2.9006314277648926
resnet18,ISIC_0013072,gradcam,relevance_mass_accuracy,0.5256321430206299
resnet18,ISIC_0013072,deep_lift,faithfulness_correlation,0.0790683701634407
resnet18,ISIC_0013072,deep_lift,max_sensitivity,1.286855936050415
resnet18,ISIC_0013072,deep_lift,relevance_mass_accuracy,0.24694576859474182
resnet18,ISIC_0013072,guided_backprop,faithfulness_correlation,-0.08346863836050034
resnet18,ISIC_0013072,guided_backprop,max_sensitivity,0.988480269908905
resnet18,ISIC_0013072,guided_backprop,relevance_mass_accuracy,-9.795018196105957
resnet18,ISIC_0013072,lrp,faithfulness_correlation,0.019210195168852806
resnet18,ISIC_0013072,lrp,max_sensitivity,158.70407104492188
resnet18,ISIC_0013072,lrp,relevance_mass_accuracy,0.007358010392636061
resnet18,ISIC_0013072,occlusion,faithfulness_correlation,0.03642462566494942
resnet18,ISIC_0013072,occlusion,max_sensitivity,1.611631155014038
resnet18,ISIC_0013072,occlusion,relevance_mass_accuracy,0.10788457840681076
squeezenet,ISIC_0013072,integrated_gradients,faithfulness_correlation,0.02457142248749733
squeezenet,ISIC_0013072,integrated_gradients,max_sensitivity,1.7944362163543701
squeezenet,ISIC_0013072,integrated_gradients,relevance_mass_accuracy,1.1343640089035034
squeezenet,ISIC_0013072,saliency,faithfulness_correlation,0.22115643322467804
squeezenet,ISIC_0013072,saliency,max_sensitivity,0.9048061370849609
squeezenet,ISIC_0013072,saliency,relevance_mass_accuracy,0.5302271842956543
squeezenet,ISIC_0013072,gradcam,faithfulness_correlation,0.3137003183364868
squeezenet,ISIC_0013072,gradcam,max_sensitivity,0.9731354117393494
squeezenet,ISIC_0013072,gradcam,relevance_mass_accuracy,0.7242077589035034
squeezenet,ISIC_0013072,deep_lift,faithfulness_correlation,-0.08366791158914566
squeezenet,ISIC_0013072,deep_lift,max_sensitivity,1.3739275932312012
squeezenet,ISIC_0013072,deep_lift,relevance_mass_accuracy,2.155282497406006
squeezenet,ISIC_0013072,guided_backprop,faithfulness_correlation,0.08002199977636337
squeezenet,ISIC_0013072,guided_backprop,max_sensitivity,1.2242060899734497
squeezenet,ISIC_0013072,guided_backprop,relevance_mass_accuracy,0.44470882415771484
squeezenet,ISIC_0013072,lrp,faithfulness_correlation,0.045393917709589005
squeezenet,ISIC_0013072,lrp,max_sensitivity,1.2367262840270996
squeezenet,ISIC_0013072,lrp,relevance_mass_accuracy,0.7268469333648682
squeezenet,ISIC_0013072,occlusion,faithfulness_correlation,0.3962956666946411
squeezenet,ISIC_0013072,occlusion,max_sensitivity,2.0029969215393066
squeezenet,ISIC_0013072,occlusion,relevance_mass_accuracy,1.3532745838165283
resnet18,ISIC_0013073,integrated_gradients,faithfulness_correlation,-0.033804744482040405
resnet18,ISIC_0013073,integrated_gradients,max_sensitivity,1.302180528640747
resnet18,ISIC_0013073,integrated_gradients,relevance_mass_accuracy,-12.15054988861084
resnet18,ISIC_0013073,saliency,faithfulness_correlation,-0.056198637932538986
resnet18,ISIC_0013073,saliency,max_sensitivity,0.8814643621444702
