model,fae_method,metric,level_idx,level_frac,batch_idx,n,mean_score,raw_scores,runtime_seconds,timestamp
resnet18,deep_lift,random_logit,3,0.3,3,8,0.5436940116869682,0.540873;0.457571;0.587547;0.503324;0.545791;0.60781;0.506324;0.600312,1.13,2026-08-26T23:04:21
resnet18,deep_lift,random_logit,3,0.3,4,8,0.5702432925044099,0.654047;0.652787;0.545501;0.513512;0.570078;0.405847;0.542113;0.67806,1.13,2026-08-26T23:04:22
resnet18,deep_lift,random_logit,3,0.3,5,8,0.5566471878782808,0.480239;0.466155;0.506623;0.422318;0.513326;0.538953;0.910343;0.615222,1.15,2026-08-26T23:04:23
resnet18,deep_lift,random_logit,3,0.3,6,8,0.5893609484711901,0.770993;0.53663;0.470844;0.508124;0.592212;0.387965;0.883018;0.565102,1.14,2026-08-26T23:04:25
resnet18,deep_lift,random_logit,3,0.3,7,8,0.5500188272442212,0.614144;0.538262;0.564182;0.694289;0.448715;0.411092;0.636533;0.492934,1.15,2026-08-26T23:04:26
resnet18,deep_lift,random_logit,4,0.4,0,8,0.5053877240746087,0.458548;0.397045;0.55812;0.507702;0.547372;0.58048;0.476348;0.517485,1.13,2026-08-26T23:04:27
resnet18,deep_lift,random_logit,4,0.4,1,8,0.5926486736357646,0.659758;0.530143;0.516593;0.628317;0.533398;0.732331;0.452806;0.687845,1.09,2026-08-26T23:04:28
resnet18,deep_lift,random_logit,4,0.4,2,8,0.5358009561910462,0.586827;0.374235;0.529637;0.540466;0.640264;0.551368;0.554422;0.509188,1.12,2026-08-26T23:04:29
resnet18,deep_lift,random_logit,4,0.4,3,8,0.5362300319274289,0.520619;0.482299;0.577803;0.545907;0.521985;0.555485;0.506315;0.579428,1.6,2026-08-26T23:04:31
resnet18,deep_lift,random_logit,4,0.4,4,8,0.5523523585608044,0.638003;0.599158;0.539602;0.481755;0.556254;0.38557;0.564668;0.653809,1.57,2026-08-26T23:04:32
resnet18,deep_lift,random_logit,4,0.4,5,8,0.5476646617264103,0.434629;0.45619;0.529033;0.427232;0.503791;0.522918;0.91305;0.594474,1.46,2026-08-26T23:04:34
resnet18,deep_lift,random_logit,4,0.4,6,8,0.5821163282433521,0.76776;0.5724;0.468417;0.490952;0.588468;0.376485;0.885913;0.506535,1.13,2026-08-26T23:04:35
resnet18,deep_lift,random_logit,4,0.4,7,8,0.4934377016463243,0.541407;0.478285;0.50115;0.611746;0.440365;0.353649;0.634611;0.386289,1.12,2026-08-26T23:04:36
resnet18,deep_lift,random_logit,5,0.5,0,8,0.515540040078832,0.476239;0.409191;0.54044;0.520197;0.575263;0.601153;0.479874;0.521962,0.93,2026-08-26T23:04:37
resnet18,deep_lift,random_logit,5,0.5,1,8,0.576774719797897,0.66742;0.52683;0.491362;0.570739;0.50957;0.761695;0.395499;0.691084,0.93,2026-08-26T23:04:38
resnet18,deep_lift,random_logit,5,0.5,2,8,0.5416250480623062,0.577845;0.366283;0.603747;0.525659;0.661862;0.551336;0.536257;0.510012,0.9,2026-08-26T23:04:39
resnet18,deep_lift,random_logit,5,0.5,3,8,0.5350025351532024,0.509896;0.478607;0.549048;0.545773;0.473835;0.596172;0.554932;0.571757,0.88,2026-08-26T23:04:40
resnet18,deep_lift,random_logit,5,0.5,4,8,0.529278496283351,0.623651;0.656146;0.530401;0.432691;0.543058;0.359126;0.523321;0.565834,0.9,2026-08-26T23:04:40
resnet18,deep_lift,random_logit,5,0.5,5,8,0.5386235452156669,0.471412;0.47872;0.492999;0.371285;0.463725;0.511854;0.917575;0.601419,0.9,2026-08-26T23:04:41
resnet18,deep_lift,random_logit,5,0.5,6,8,0.5875746936074129,0.769401;0.581286;0.448649;0.487813;0.594909;0.368801;0.887198;0.56254,0.91,2026-08-26T23:04:42
resnet18,deep_lift,random_logit,5,0.5,7,8,0.4886265650209406,0.449745;0.438088;0.535694;0.607596;0.393479;0.414652;0.646797;0.422962,0.91,2026-08-26T23:04:43
resnet18,deep_lift,random_logit,6,0.6,0,8,0.4967443314512937,0.455983;0.407254;0.560313;0.492147;0.448913;0.596478;0.493019;0.519849,1.28,2026-08-26T23:04:44
resnet18,deep_lift,random_logit,6,0.6,1,8,0.5849306401321451,0.689533;0.545255;0.543558;0.668706;0.487176;0.665586;0.426984;0.652647,1.28,2026-08-26T23:04:46
resnet18,deep_lift,random_logit,6,0.6,2,8,0.5559788812564415,0.565063;0.393953;0.585717;0.560331;0.628523;0.589965;0.596731;0.527549,1.31,2026-08-26T23:04:47
resnet18,deep_lift,random_logit,6,0.6,3,8,0.5196499646210913,0.372466;0.489007;0.546163;0.562696;0.487894;0.592643;0.50803;0.598301,0.97,2026-08-26T23:04:48
resnet18,deep_lift,random_logit,6,0.6,4,8,0.5426648229622235,0.610076;0.678994;0.486831;0.472111;0.534347;0.374212;0.58471;0.600037,0.88,2026-08-26T23:04:49
resnet18,deep_lift,random_logit,6,0.6,5,8,0.5444225159303303,0.488342;0.492731;0.508159;0.428471;0.482391;0.463332;0.907243;0.584711,0.88,2026-08-26T23:04:50
resnet18,deep_lift,random_logit,6,0.6,6,8,0.5642934660386458,0.755317;0.58419;0.463007;0.462187;0.523478;0.379506;0.884914;0.46175,0.87,2026-08-26T23:04:51
resnet18,deep_lift,random_logit,6,0.6,7,8,0.5114680440549051,0.459033;0.541689;0.515605;0.67383;0.386083;0.410564;0.67555;0.429389,0.88,2026-08-26T23:04:52
resnet18,deep_lift,random_logit,7,0.7,0,8,0.5338324585991466,0.502989;0.490878;0.588221;0.530799;0.490708;0.593276;0.582371;0.491418,0.79,2026-08-26T23:04:52
resnet18,deep_lift,random_logit,7,0.7,1,8,0.6008874787651948,0.71344;0.548673;0.622317;0.665065;0.563949;0.552224;0.473737;0.667694,0.8,2026-08-26T23:04:53
resnet18,deep_lift,random_logit,7,0.7,2,8,0.5826921428766068,0.648877;0.423074;0.653008;0.600338;0.692156;0.56593;0.583901;0.494254,0.81,2026-08-26T23:04:54
resnet18,deep_lift,random_logit,7,0.7,3,8,0.570549373878209,0.565663;0.510785;0.577478;0.573359;0.501861;0.657117;0.544461;0.633671,0.81,2026-08-26T23:04:55
resnet18,deep_lift,random_logit,7,0.7,4,8,0.5525042233194692,0.616635;0.674549;0.520071;0.508739;0.552453;0.415707;0.584113;0.547767,0.83,2026-08-26T23:04:56
resnet18,deep_lift,random_logit,7,0.7,5,8,0.5679431308587385,0.461802;0.432314;0.573947;0.487744;0.535888;0.471054;0.904812;0.675985,0.78,2026-08-26T23:04:56
resnet18,deep_lift,random_logit,7,0.7,6,8,0.6167821447766499,0.799617;0.633104;0.528529;0.541182;0.492417;0.451079;0.903941;0.584388,0.79,2026-08-26T23:04:57
resnet18,deep_lift,random_logit,7,0.7,7,8,0.4930384302237158,0.464288;0.447235;0.515436;0.614862;0.432843;0.418811;0.628541;0.422293,1.13,2026-08-26T23:04:58
resnet18,deep_lift,random_logit,8,0.8,0,8,0.5836915766191872,0.549058;0.476298;0.575729;0.700982;0.500601;0.645588;0.580081;0.641197,1.09,2026-08-26T23:04:59
resnet18,deep_lift,random_logit,8,0.8,1,8,0.6521965297349055,0.680815;0.605999;0.642733;0.638637;0.623055;0.636949;0.606722;0.782663,0.98,2026-08-26T23:05:00
resnet18,deep_lift,random_logit,8,0.8,2,8,0.641036777782905,0.647597;0.507103;0.710442;0.611006;0.737461;0.627169;0.644905;0.642611,1.06,2026-08-26T23:05:01
resnet18,deep_lift,random_logit,8,0.8,3,8,0.5993163376079417,0.522639;0.54022;0.616621;0.582384;0.58975;0.671179;0.606459;0.665277,0.68,2026-08-26T23:05:02
resnet18,deep_lift,random_logit,8,0.8,4,8,0.630559134198561,0.677909;0.724292;0.634789;0.596934;0.597919;0.522397;0.604694;0.685539,1.03,2026-08-26T23:05:03
resnet18,deep_lift,random_logit,8,0.8,5,8,0.6340106555065346,0.639045;0.566667;0.621162;0.531034;0.605805;0.546031;0.913826;0.648515,0.67,2026-08-26T23:05:04
resnet18,deep_lift,random_logit,8,0.8,6,8,0.6370138518080574,0.750553;0.713459;0.603135;0.454103;0.562842;0.500525;0.860565;0.650929,0.7,2026-08-26T23:05:05
resnet18,deep_lift,random_logit,8,0.8,7,8,0.5830948073866068,0.506171;0.666673;0.553445;0.763962;0.484533;0.503409;0.644532;0.542034,0.68,2026-08-26T23:05:05
resnet18,deep_lift,random_logit,9,0.9,0,8,0.6939489497644948,0.596043;0.640212;0.722528;0.793855;0.614431;0.727545;0.713996;0.74298,0.62,2026-08-26T23:05:06
resnet18,deep_lift,random_logit,9,0.9,1,8,0.7358310692894334,0.800209;0.633753;0.763189;0.73279;0.744324;0.720209;0.677914;0.814262,0.58,2026-08-26T23:05:06
resnet18,deep_lift,random_logit,9,0.9,2,8,0.7567291805255407,0.802836;0.661094;0.803361;0.757476;0.821629;0.730799;0.772213;0.704426,0.6,2026-08-26T23:05:07
resnet18,deep_lift,random_logit,9,0.9,3,8,0.7116991080830133,0.671584;0.69393;0.700136;0.715448;0.629027;0.748778;0.794932;0.739758,0.61,2026-08-26T23:05:08
resnet18,deep_lift,random_logit,9,0.9,4,8,0.7307394476559912,0.767998;0.756455;0.748209;0.687474;0.732198;0.635818;0.730826;0.786936,0.63,2026-08-26T23:05:08
resnet18,deep_lift,random_logit,9,0.9,5,8,0.7491132819018755,0.743154;0.775065;0.688512;0.682847;0.726757;0.668763;0.939914;0.767894,0.6,2026-08-26T23:05:09
resnet18,deep_lift,random_logit,9,0.9,6,8,0.7732520216197541,0.829911;0.76569;0.715724;0.678661;0.841921;0.620115;0.931202;0.802792,0.62,2026-08-26T23:05:09
resnet18,deep_lift,random_logit,9,0.9,7,8,0.7051773761419693,0.643742;0.716999;0.651017;0.848524;0.624151;0.693813;0.774664;0.688509,0.58,2026-08-26T23:05:10
resnet18,guided_backprop,max_sensitivity,0,0.0,0,8,1.022696629166603,0.793689;2.2244;0.804234;0.77711;0.91838;0.85386;0.768739;1.04116,8.44,2026-08-26T23:05:19
resnet18,guided_backprop,max_sensitivity,0,0.0,1,8,0.988993763923645,1.02278;0.892846;0.995857;0.60238;1.06727;1.05935;1.28469;0.986779,6.55,2026-08-26T23:05:25
resnet18,guided_backprop,max_sensitivity,0,0.0,2,8,0.794759601354599,0.856911;0.808736;0.846844;0.970067;0.778886;0.688469;0.761779;0.646385,7.8,2026-08-26T23:05:33
resnet18,guided_backprop,max_sensitivity,0,0.0,3,8,0.8756399005651474,1.1879;0.760791;0.831137;0.873683;0.978939;0.640193;0.73558;0.996897,6.66,2026-08-26T23:05:40
resnet18,guided_backprop,max_sensitivity,0,0.0,4,8,1.1001017913222313,0.737738;1.1621;1.3079;1.28056;1.05646;1.38646;0.957646;0.911936,7.6,2026-08-26T23:05:47
resnet18,guided_backprop,max_sensitivity,0,0.0,5,8,1.0461741238832474,1.09439;0.972985;1.2845;0.736304;0.861984;0.943003;1.62845;0.847776,6.85,2026-08-26T23:05:54
resnet18,guided_backprop,max_sensitivity,0,0.0,6,8,1.1265303120017052,1.39298;1.68891;0.865989;1.0695;0.997908;0.983972;0.846883;1.1661,7.88,2026-08-26T23:06:02
resnet18,guided_backprop,max_sensitivity,0,0.0,7,8,0.8339058458805084,0.904357;1.20012;0.686289;0.717079;0.698986;0.720453;0.581156;1.16281,7.24,2026-08-26T23:06:09
resnet18,guided_backprop,max_sensitivity,1,0.1,0,8,1.1290549635887146,0.831706;2.37318;0.867697;0.947494;1.098;0.881008;0.857296;1.17606,7.04,2026-08-26T23:06:16
resnet18,guided_backprop,max_sensitivity,1,0.1,1,8,1.0737471133470535,1.10515;1.02614;0.957101;0.721477;1.18173;1.14629;1.39323;1.05885,7.0,2026-08-26T23:06:23
resnet18,guided_backprop,max_sensitivity,1,0.1,2,8,0.8774493262171745,0.94465;0.873071;0.97552;0.99504;0.864082;0.776692;0.843659;0.746881,7.06,2026-08-26T23:06:30
resnet18,guided_backprop,max_sensitivity,1,0.1,3,8,0.9704441577196121,1.2976;0.912773;0.879882;0.938668;1.00519;0.811663;0.843098;1.07468,6.95,2026-08-26T23:06:37
resnet18,guided_backprop,max_sensitivity,1,0.1,4,8,1.1428617984056473,0.819294;1.20975;1.44733;1.3322;1.04703;1.34316;1.00533;0.938785,6.93,2026-08-26T23:06:44
resnet18,guided_backprop,max_sensitivity,1,0.1,5,8,1.079578973352909,1.1624;1.04981;1.21439;0.798218;0.897622;0.987045;1.6331;0.894048,7.01,2026-08-26T23:06:51
resnet18,guided_backprop,max_sensitivity,1,0.1,6,8,1.0938946530222893,1.24527;1.46874;0.876943;1.01878;1.02496;1.03849;0.859285;1.2187,6.99,2026-08-26T23:06:58
resnet18,guided_backprop,max_sensitivity,1,0.1,7,8,0.8872954547405243,0.987879;1.05969;0.780721;0.779576;0.795839;0.786336;0.688165;1.22016,6.84,2026-08-26T23:07:05
resnet18,guided_backprop,max_sensitivity,2,0.2,0,8,1.0881277099251747,0.921003;1.88032;0.929283;0.99788;1.07094;0.911212;0.874915;1.11947,6.76,2026-08-26T23:07:12
resnet18,guided_backprop,max_sensitivity,2,0.2,1,8,1.0721266642212868,1.1859;1.02211;0.951173;0.781669;1.1429;1.14647;1.2275;1.11929,6.27,2026-08-26T23:07:18
resnet18,guided_backprop,max_sensitivity,2,0.2,2,8,0.9799875468015671,0.966235;0.967913;1.09276;1.12839;0.945285;0.935729;0.950481;0.85311,6.99,2026-08-26T23:07:25
resnet18,guided_backprop,max_sensitivity,2,0.2,3,8,1.063530646264553,1.35195;1.05343;0.999944;1.13159;1.07505;0.872558;0.8389;1.18482,6.07,2026-08-26T23:07:31
resnet18,guided_backprop,max_sensitivity,2,0.2,4,8,1.1553003937005997,0.900943;1.19677;1.28501;1.37418;1.01824;1.44154;1.03707;0.988648,7.15,2026-08-26T23:07:38
resnet18,guided_backprop,max_sensitivity,2,0.2,5,8,1.119996689260006,1.1465;1.08085;1.27722;0.85402;0.930218;1.08532;1.6738;0.912036,5.92,2026-08-26T23:07:44
resnet18,guided_backprop,max_sensitivity,2,0.2,6,8,1.187706619501114,1.33251;1.47165;0.969285;1.16884;1.08331;1.3144;0.926571;1.23508,7.21,2026-08-26T23:07:51
resnet18,guided_backprop,max_sensitivity,2,0.2,7,8,0.9799336493015289,0.99775;1.31487;0.835849;0.852389;0.876131;0.856214;0.80749;1.29878,6.05,2026-08-26T23:07:57
resnet18,guided_backprop,max_sensitivity,3,0.3,0,8,1.1499638557434082,0.979632;1.8193;1.05729;1.17521;1.10544;0.937673;0.932945;1.19222,7.05,2026-08-26T23:08:04
resnet18,guided_backprop,max_sensitivity,3,0.3,1,8,1.162942685186863,1.2049;1.09279;1.061;0.888734;1.20062;1.17459;1.46001;1.2209,5.95,2026-08-26T23:08:10
resnet18,guided_backprop,max_sensitivity,3,0.3,2,8,1.0563319250941277,1.09456;1.03242;1.23027;1.1161;1.00586;1.04516;0.953016;0.973268,7.03,2026-08-26T23:08:17
resnet18,guided_backprop,max_sensitivity,3,0.3,3,8,1.0965293869376183,1.37432;0.984746;0.985871;1.12161;1.18721;1.00917;0.929088;1.18022,5.84,2026-08-26T23:08:23
resnet18,guided_backprop,max_sensitivity,3,0.3,4,8,1.2141814082860947,0.950493;1.22325;1.47832;1.45143;1.05791;1.50195;1.04682;1.00328,6.57,2026-08-26T23:08:30
resnet18,guided_backprop,max_sensitivity,3,0.3,5,8,1.231723852455616,1.24744;1.13407;1.45367;0.937765;1.04843;1.09704;1.96499;0.970398,6.34,2026-08-26T23:08:36
resnet18,guided_backprop,max_sensitivity,3,0.3,6,8,1.2056384906172752,1.36766;1.61022;1.03191;1.17855;1.10026;1.09023;0.991339;1.27494,6.41,2026-08-26T23:08:43
resnet18,guided_backprop,max_sensitivity,3,0.3,7,8,1.0245514586567879,1.05829;1.19797;0.972764;0.888429;1.00412;0.924661;0.868121;1.28206,6.79,2026-08-26T23:08:49
resnet18,guided_backprop,max_sensitivity,4,0.4,0,8,1.240833580493927,1.00438;1.86145;1.10428;1.47316;1.22877;1.01747;0.984266;1.25288,5.56,2026-08-26T23:08:55
resnet18,guided_backprop,max_sensitivity,4,0.4,1,8,1.2170986831188202,1.2267;1.20708;1.09029;1.02276;1.41182;1.18726;1.42116;1.16972,6.83,2026-08-26T23:09:02
resnet18,guided_backprop,max_sensitivity,4,0.4,2,8,1.1568207144737244,1.14364;1.0743;1.16023;1.58796;1.08249;1.08536;1.06753;1.05306,5.46,2026-08-26T23:09:07
resnet18,guided_backprop,max_sensitivity,4,0.4,3,8,1.2020145952701569,1.4623;1.20113;1.11731;1.27878;1.25913;1.1278;1.00397;1.1657,6.83,2026-08-26T23:09:14
resnet18,guided_backprop,max_sensitivity,4,0.4,4,8,1.2689542025327682,0.997299;1.32683;1.53929;1.5297;1.10829;1.52777;1.08464;1.03782,5.56,2026-08-26T23:09:20
resnet18,guided_backprop,max_sensitivity,4,0.4,5,8,1.2353322803974152,1.3026;1.1814;1.43582;1.01093;1.04688;1.09519;1.77563;1.03421,6.44,2026-08-26T23:09:26
resnet18,guided_backprop,max_sensitivity,4,0.4,6,8,1.2631248533725739,1.46137;1.63612;1.10626;1.20743;1.14026;1.09933;1.08729;1.36694,5.93,2026-08-26T23:09:32
resnet18,guided_backprop,max_sensitivity,4,0.4,7,8,1.1033083498477936,1.25816;1.22504;1.1104;0.929478;1.03394;0.983599;0.971128;1.31473,5.64,2026-08-26T23:09:38
resnet18,guided_backprop,max_sensitivity,5,0.5,0,8,1.3013885170221329,1.12793;2.275;1.10705;1.25502;1.32713;1.00165;1.00507;1.31225,5.74,2026-08-26T23:09:43
resnet18,guided_backprop,max_sensitivity,5,0.5,1,8,1.2595551162958145,1.27553;1.26076;1.11897;1.11711;1.27695;1.23344;1.43423;1.35943,4.55,2026-08-26T23:09:48
resnet18,guided_backprop,max_sensitivity,5,0.5,2,8,1.1977947056293488,1.21724;1.20398;1.13602;1.36742;1.1288;1.21483;1.13619;1.17787,4.93,2026-08-26T23:09:53
resnet18,guided_backprop,max_sensitivity,5,0.5,3,8,1.2437867522239685,1.46798;1.23141;1.19078;1.31332;1.25688;1.16166;1.07578;1.2525,5.45,2026-08-26T23:09:58
resnet18,guided_backprop,max_sensitivity,5,0.5,4,8,1.3203820288181305,1.08464;1.45724;1.49981;1.54278;1.20076;1.51771;1.17582;1.08431,4.49,2026-08-26T23:10:03
resnet18,guided_backprop,max_sensitivity,5,0.5,5,8,1.2888633012771606,1.35643;1.23569;1.4469;1.06128;1.06522;1.13299;1.93399;1.0784,5.35,2026-08-26T23:10:08
resnet18,guided_backprop,max_sensitivity,5,0.5,6,8,1.3281093835830688,1.43301;1.79428;1.1603;1.21773;1.31052;1.31403;1.05356;1.34144,4.97,2026-08-26T23:10:13
resnet18,guided_backprop,max_sensitivity,5,0.5,7,8,1.1378884389996529,1.16049;1.2144;1.08418;0.996992;1.08092;1.06478;1.10705;1.3943,4.6,2026-08-26T23:10:18
resnet18,guided_backprop,max_sensitivity,6,0.6,0,8,1.336323544383049,1.13959;2.09951;1.15618;1.40557;1.41326;1.12263;1.02858;1.32526,5.28,2026-08-26T23:10:23
resnet18,guided_backprop,max_sensitivity,6,0.6,1,8,1.3511113971471786,1.46191;1.27093;1.20078;1.13524;1.43585;1.30879;1.6228;1.3726,4.49,2026-08-26T23:10:28
resnet18,guided_backprop,max_sensitivity,6,0.6,2,8,1.2552697956562042,1.30517;1.1576;1.35884;1.39702;1.23383;1.26213;1.13935;1.18822,4.18,2026-08-26T23:10:32
resnet18,guided_backprop,max_sensitivity,6,0.6,3,8,1.3166068196296692,1.55054;1.36924;1.21689;1.33734;1.3617;1.21831;1.18267;1.29617,5.45,2026-08-26T23:10:37
resnet18,guided_backprop,max_sensitivity,6,0.6,4,8,1.3399407863616943,1.11364;1.35602;1.65902;1.55215;1.19464;1.52895;1.15454;1.16056,4.23,2026-08-26T23:10:41
resnet18,guided_backprop,max_sensitivity,6,0.6,5,8,1.3452225029468536,1.52762;1.34803;1.60389;1.12778;1.06749;1.14302;1.84043;1.10353,4.27,2026-08-26T23:10:46
resnet18,guided_backprop,max_sensitivity,6,0.6,6,8,1.3592421263456345,1.64038;1.74743;1.23212;1.30597;1.24053;1.21269;1.09652;1.3983,5.38,2026-08-26T23:10:51
resnet18,guided_backprop,max_sensitivity,6,0.6,7,8,1.1846842020750046,1.25043;1.27015;1.19332;1.0368;1.13448;1.11213;1.11487;1.3653,4.48,2026-08-26T23:10:56
resnet18,guided_backprop,max_sensitivity,7,0.7,0,8,1.4497179836034775,1.17253;2.75017;1.24266;1.59407;1.35361;1.06115;1.11326;1.31031,3.99,2026-08-26T23:11:00
resnet18,guided_backprop,max_sensitivity,7,0.7,1,8,1.3508027493953705,1.41206;1.39737;1.15659;1.17684;1.45285;1.34104;1.5014;1.36827,5.07,2026-08-26T23:11:05
resnet18,guided_backprop,max_sensitivity,7,0.7,2,8,1.2940324693918228,1.25218;1.21135;1.21759;1.4046;1.32068;1.46688;1.21315;1.26582,4.27,2026-08-26T23:11:09
resnet18,guided_backprop,max_sensitivity,7,0.7,3,8,1.3858999460935593,1.60905;1.45249;1.23726;1.46264;1.43922;1.32553;1.189;1.37201,3.95,2026-08-26T23:11:13
resnet18,guided_backprop,max_sensitivity,7,0.7,4,8,1.4256602972745895,1.14938;1.3909;1.77928;1.66152;1.26773;1.6237;1.29298;1.2398,4.47,2026-08-26T23:11:17
resnet18,guided_backprop,max_sensitivity,7,0.7,5,8,1.4051436483860016,1.59674;1.36278;1.51882;1.15297;1.18231;1.29175;1.98095;1.15483,4.76,2026-08-26T23:11:22
resnet18,guided_backprop,max_sensitivity,7,0.7,6,8,1.4048540145158768,1.50065;1.96874;1.25549;1.2898;1.27745;1.27717;1.1766;1.49292,3.95,2026-08-26T23:11:26
resnet18,guided_backprop,max_sensitivity,7,0.7,7,8,1.2383566498756409,1.26393;1.31952;1.19047;1.11159;1.22591;1.18255;1.167;1.44587,4.14,2026-08-26T23:11:30
resnet18,guided_backprop,max_sensitivity,8,0.8,0,8,1.4667862504720688,1.24567;2.57783;1.25197;1.53004;1.45895;1.0494;1.13401;1.48642,4.45,2026-08-26T23:11:35
resnet18,guided_backprop,max_sensitivity,8,0.8,1,8,1.430913284420967,1.50473;1.44253;1.25146;1.23433;1.5475;1.40623;1.66339;1.39714,3.32,2026-08-26T23:11:38
resnet18,guided_backprop,max_sensitivity,8,0.8,2,8,1.4667299091815948,1.56206;1.35176;1.55134;1.78588;1.32738;1.4775;1.27933;1.39857,3.29,2026-08-26T23:11:41
resnet18,guided_backprop,max_sensitivity,8,0.8,3,8,1.4471894800662994,1.62068;1.54341;1.28562;1.50495;1.54468;1.37696;1.21583;1.48539,3.8,2026-08-26T23:11:45
resnet18,guided_backprop,max_sensitivity,8,0.8,4,8,1.4978917390108109,1.23481;1.52212;1.71747;1.68061;1.35829;1.88669;1.35822;1.22492,4.16,2026-08-26T23:11:49
resnet18,guided_backprop,max_sensitivity,8,0.8,5,8,1.4257429540157318,1.55595;1.32839;1.49026;1.26361;1.30346;1.24565;2.01148;1.20715,3.29,2026-08-26T23:11:52
resnet18,guided_backprop,max_sensitivity,8,0.8,6,8,1.470004603266716,1.45647;1.93788;1.36313;1.34424;1.42862;1.43322;1.21667;1.5798,3.31,2026-08-26T23:11:56
resnet18,guided_backprop,max_sensitivity,8,0.8,7,8,1.300238162279129,1.31737;1.42801;1.28822;1.11096;1.22155;1.27239;1.25577;1.50763,4.13,2026-08-26T23:12:00
resnet18,guided_backprop,max_sensitivity,9,0.9,0,8,1.4509408921003342,1.32593;1.92703;1.34748;1.533;1.55404;1.26208;1.21288;1.44509,3.56,2026-08-26T23:12:03
resnet18,guided_backprop,max_sensitivity,9,0.9,1,8,1.5290759652853012,1.65002;1.44896;1.29384;1.37785;1.62613;1.42781;1.84744;1.56056,2.93,2026-08-26T23:12:06
resnet18,guided_backprop,max_sensitivity,9,0.9,2,8,1.4543366432189941,1.40646;1.34044;1.5057;1.54037;1.44256;1.46273;1.41323;1.52322,2.89,2026-08-26T23:12:09
resnet18,guided_backprop,max_sensitivity,9,0.9,3,8,1.5359143316745758,1.74047;1.67591;1.41589;1.52539;1.69024;1.46786;1.27311;1.49845,3.22,2026-08-26T23:12:13
resnet18,guided_backprop,max_sensitivity,9,0.9,4,8,1.5643919557332993,1.26802;1.57843;1.71759;1.90918;1.62637;1.71246;1.43479;1.26829,3.98,2026-08-26T23:12:17
resnet18,guided_backprop,max_sensitivity,9,0.9,5,8,1.4557720720767975,1.64232;1.4521;1.61041;1.22572;1.30037;1.36551;1.87156;1.17818,2.93,2026-08-26T23:12:19
resnet18,guided_backprop,max_sensitivity,9,0.9,6,8,1.4465472102165222,1.69511;1.80339;1.33547;1.35214;1.37628;1.27179;1.23076;1.50744,2.86,2026-08-26T23:12:22
resnet18,guided_backprop,max_sensitivity,9,0.9,7,8,1.3403576165437698,1.41761;1.30165;1.37867;1.17111;1.31273;1.2867;1.31459;1.5398,2.93,2026-08-26T23:12:25
resnet18,guided_backprop,random_logit,0,0.0,0,8,0.9853644757242574,0.989801;0.976093;0.987788;0.968883;0.978187;0.998926;0.989325;0.993914,1.32,2026-08-26T23:12:27
resnet18,guided_backprop,random_logit,0,0.0,1,8,0.9665899074004517,0.969066;0.973393;0.989699;0.917386;0.961579;0.943953;0.991552;0.986091,1.63,2026-08-26T23:12:28
resnet18,guided_backprop,random_logit,0,0.0,2,8,0.9797754831892469,0.979861;0.918256;0.99897;0.98383;0.996232;0.980073;0.988393;0.992589,1.68,2026-08-26T23:12:30
resnet18,guided_backprop,random_logit,0,0.0,3,8,0.9805629985098794,0.965691;0.984158;0.966461;0.990492;0.991779;0.969585;0.983549;0.99279,1.09,2026-08-26T23:12:31
resnet18,guided_backprop,random_logit,0,0.0,4,8,0.9892011574374828,0.990762;0.971378;0.993369;0.985584;0.996553;0.989807;0.996357;0.9898,1.06,2026-08-26T23:12:32
resnet18,guided_backprop,random_logit,0,0.0,5,8,0.9790066859573179,0.979098;0.968754;0.977449;0.982838;0.996581;0.990263;0.973475;0.963595,1.1,2026-08-26T23:12:33
resnet18,guided_backprop,random_logit,0,0.0,6,8,0.9775796282700724,0.982558;0.938326;0.98267;0.985192;0.978598;0.962558;0.993565;0.997171,1.07,2026-08-26T23:12:34
