model,fae_method,metric,level_idx,level_frac,batch_idx,n,mean_score,raw_scores,runtime_seconds,timestamp
resnet18,gradcam,random_logit,4,0.4,7,8,0.05859926125767648,0.120224;0.0508255;0.0910416;0.0424382;0.0352188;0.0432691;0.0228716;0.0629055,0.64,2026-08-26T22:53:26
resnet18,gradcam,random_logit,5,0.5,0,8,0.06077463777320383,0.0553031;0.0314569;0.0229579;0.0183438;0.0399907;0.138994;0.0349568;0.144193,0.63,2026-08-26T22:53:26
resnet18,gradcam,random_logit,5,0.5,1,8,0.08814176345462421,0.026692;0.110802;0.0466081;0.092117;0.0337834;0.0764503;0.163867;0.154814,0.57,2026-08-26T22:53:27
resnet18,gradcam,random_logit,5,0.5,2,8,0.04792800714542394,0.0368487;0.047955;0.0332475;0.0858338;0.0415047;0.0592327;0.0466553;0.0321465,0.6,2026-08-26T22:53:27
resnet18,gradcam,random_logit,5,0.5,3,8,0.06086290602023314,0.0696444;0.0524271;0.033605;0.0239192;0.133378;0.0220155;0.0319399;0.119974,0.59,2026-08-26T22:53:28
resnet18,gradcam,random_logit,5,0.5,4,8,0.060221801634722655,0.0350225;0.0597292;0.0278254;0.0943462;0.0233984;0.0144823;0.143914;0.0830563,0.59,2026-08-26T22:53:29
resnet18,gradcam,random_logit,5,0.5,5,8,0.10338300014569293,0.0598817;0.108336;0.0921981;0.0949601;0.158178;0.196332;0.0918782;0.0253002,0.61,2026-08-26T22:53:29
resnet18,gradcam,random_logit,5,0.5,6,8,0.06663501163182498,0.147472;0.0338597;0.0142215;0.133101;0.0382084;0.017021;0.100832;0.0483642,0.59,2026-08-26T22:53:30
resnet18,gradcam,random_logit,5,0.5,7,8,0.05623623584523294,0.117438;0.0492876;0.0882558;0.0415723;0.0376632;0.0388141;0.0177182;0.059141,0.59,2026-08-26T22:53:30
resnet18,gradcam,random_logit,6,0.6,0,8,0.06328494948841684,0.0610324;0.0364179;0.0216766;0.0192523;0.0377783;0.143447;0.0382628;0.148412,0.64,2026-08-26T22:53:31
resnet18,gradcam,random_logit,6,0.6,1,8,0.09193890339331487,0.027233;0.118949;0.0508969;0.0926708;0.0347587;0.0835361;0.171348;0.156119,0.84,2026-08-26T22:53:32
resnet18,gradcam,random_logit,6,0.6,2,8,0.05307889311987123,0.0432869;0.0473441;0.0379618;0.0978277;0.0435893;0.0672331;0.052032;0.0353563,0.86,2026-08-26T22:53:33
resnet18,gradcam,random_logit,6,0.6,3,8,0.06346619169543888,0.0712891;0.0504952;0.0344572;0.0277962;0.14058;0.0277203;0.0332576;0.122133,0.79,2026-08-26T22:53:34
resnet18,gradcam,random_logit,6,0.6,4,8,0.06283998182288456,0.040039;0.057351;0.0290319;0.0974318;0.028845;0.0127021;0.153819;0.0835,0.83,2026-08-26T22:53:34
resnet18,gradcam,random_logit,6,0.6,5,8,0.10767130386583068,0.0636342;0.116748;0.0933119;0.0987344;0.162422;0.203122;0.0965519;0.026846,0.79,2026-08-26T22:53:35
resnet18,gradcam,random_logit,6,0.6,6,8,0.0699133651122681,0.14861;0.0356399;0.0147002;0.143182;0.0411387;0.0179285;0.104804;0.0533036,0.55,2026-08-26T22:53:36
resnet18,gradcam,random_logit,6,0.6,7,8,0.05809771664912716,0.122055;0.0493128;0.0890557;0.0420036;0.0385377;0.0441865;0.023782;0.0558489,0.53,2026-08-26T22:53:36
resnet18,gradcam,random_logit,7,0.7,0,8,0.07941220011561595,0.08107;0.0495734;0.0321264;0.0330823;0.0584018;0.162654;0.051299;0.167091,0.5,2026-08-26T22:53:37
resnet18,gradcam,random_logit,7,0.7,1,8,0.11107924286186513,0.0405515;0.144163;0.0613672;0.11857;0.0474982;0.100841;0.198384;0.177258,0.49,2026-08-26T22:53:37
resnet18,gradcam,random_logit,7,0.7,2,8,0.06903903327798089,0.0511076;0.052084;0.0651579;0.114548;0.059568;0.0906613;0.0721286;0.0470572,0.5,2026-08-26T22:53:38
resnet18,gradcam,random_logit,7,0.7,3,8,0.07724896347963887,0.0855686;0.0618659;0.0500299;0.0396102;0.157505;0.0387107;0.0461928;0.138509,0.52,2026-08-26T22:53:38
resnet18,gradcam,random_logit,7,0.7,4,8,0.07733898708468204,0.0545989;0.0678278;0.0413811;0.114389;0.0423434;0.0237037;0.179386;0.095082,0.59,2026-08-26T22:53:39
resnet18,gradcam,random_logit,7,0.7,5,8,0.12226204730607687,0.0823513;0.128017;0.10815;0.115945;0.173938;0.223203;0.109316;0.0371764,0.5,2026-08-26T22:53:39
resnet18,gradcam,random_logit,7,0.7,6,8,0.08462768604545012,0.167767;0.0496889;0.0239898;0.162665;0.0590925;0.0261246;0.121355;0.0663395,0.49,2026-08-26T22:53:40
resnet18,gradcam,random_logit,7,0.7,7,8,0.07013439412169106,0.139911;0.0647286;0.0994897;0.0439227;0.0484366;0.0621485;0.0386927;0.0637456,0.48,2026-08-26T22:53:40
resnet18,gradcam,random_logit,8,0.8,0,8,0.13054669278396308,0.149259;0.100306;0.0707957;0.0774077;0.112387;0.213618;0.0992177;0.221382,0.42,2026-08-26T22:53:41
resnet18,gradcam,random_logit,8,0.8,1,8,0.1700462522292868,0.101426;0.210514;0.11902;0.188448;0.0943647;0.159232;0.260021;0.227345,0.44,2026-08-26T22:53:41
resnet18,gradcam,random_logit,8,0.8,2,8,0.1243277223121799,0.0990688;0.0863853;0.139825;0.176034;0.109076;0.155446;0.131345;0.0974417,0.41,2026-08-26T22:53:42
resnet18,gradcam,random_logit,8,0.8,3,8,0.12923382920110232,0.13763;0.107972;0.103931;0.0902083;0.217291;0.0865866;0.101737;0.188514,0.43,2026-08-26T22:53:42
resnet18,gradcam,random_logit,8,0.8,4,8,0.1274563775911135,0.111563;0.112163;0.0825993;0.166338;0.101095;0.0594777;0.251479;0.134937,0.41,2026-08-26T22:53:43
resnet18,gradcam,random_logit,8,0.8,5,8,0.17348675919206272,0.134385;0.176252;0.157708;0.170895;0.225194;0.273782;0.161296;0.0883826,0.42,2026-08-26T22:53:43
resnet18,gradcam,random_logit,8,0.8,6,8,0.13515730301852383,0.2183;0.097883;0.0740539;0.21972;0.113591;0.0692129;0.171929;0.116569,0.42,2026-08-26T22:53:43
resnet18,gradcam,random_logit,8,0.8,7,8,0.11710089515558089,0.188059;0.115218;0.149703;0.088939;0.0922181;0.117955;0.0831328;0.101582,0.41,2026-08-26T22:53:44
resnet18,gradcam,random_logit,9,0.9,0,8,0.3212077768615236,0.356257;0.298588;0.25709;0.273658;0.30981;0.390377;0.288018;0.395865,0.39,2026-08-26T22:53:44
resnet18,gradcam,random_logit,9,0.9,1,8,0.3608176220289002,0.301825;0.399251;0.309945;0.396574;0.286335;0.344393;0.443704;0.404514,0.39,2026-08-26T22:53:45
resnet18,gradcam,random_logit,9,0.9,2,8,0.32085868172869664,0.289171;0.262731;0.363363;0.363312;0.297579;0.361456;0.337252;0.292006,0.38,2026-08-26T22:53:45
resnet18,gradcam,random_logit,9,0.9,3,8,0.3169648145997265,0.321939;0.295583;0.295082;0.280476;0.400872;0.282312;0.293037;0.366417,0.54,2026-08-26T22:53:45
resnet18,gradcam,random_logit,9,0.9,4,8,0.3160321127468475,0.303249;0.2907;0.271313;0.353432;0.30256;0.242723;0.447711;0.31657,0.58,2026-08-26T22:53:46
resnet18,gradcam,random_logit,9,0.9,5,8,0.35574501645680034,0.330622;0.358716;0.342774;0.350141;0.399257;0.44014;0.341379;0.282931,0.57,2026-08-26T22:53:47
resnet18,gradcam,random_logit,9,0.9,6,8,0.3254653038717086,0.389489;0.293073;0.277108;0.407635;0.307549;0.257772;0.355448;0.315648,0.58,2026-08-26T22:53:47
resnet18,gradcam,random_logit,9,0.9,7,8,0.30494845987321717,0.37565;0.305644;0.328036;0.272302;0.284708;0.3206;0.275879;0.276768,0.57,2026-08-26T22:53:48
resnet18,deep_lift,max_sensitivity,0,0.0,0,8,1.2868836969137192,1.21462;1.38569;1.13195;1.35595;1.18144;1.42759;1.14973;1.4481,10.85,2026-08-26T22:53:59
resnet18,deep_lift,max_sensitivity,0,0.0,1,8,1.2248634546995163,1.28703;1.18426;1.24527;1.12754;1.42721;1.14317;1.19503;1.1894,9.48,2026-08-26T22:54:08
resnet18,deep_lift,max_sensitivity,0,0.0,2,8,1.2176455855369568,1.18886;1.2258;1.28029;1.25931;1.18213;1.187;1.09119;1.32658,9.48,2026-08-26T22:54:18
resnet18,deep_lift,max_sensitivity,0,0.0,3,8,1.2844181507825851,1.35731;1.3043;1.16975;1.46506;1.28423;1.14724;1.29792;1.24953,8.14,2026-08-26T22:54:26
resnet18,deep_lift,max_sensitivity,0,0.0,4,8,1.2872609198093414,1.17613;1.32607;1.33779;1.47985;1.23745;1.37298;1.20703;1.16078,9.64,2026-08-26T22:54:35
resnet18,deep_lift,max_sensitivity,0,0.0,5,8,1.1793000251054764,1.22117;1.19515;1.18133;1.21385;1.21294;1.08262;1.07488;1.25246,9.56,2026-08-26T22:54:45
resnet18,deep_lift,max_sensitivity,0,0.0,6,8,1.2536676228046417,1.09039;1.37334;1.65171;1.16035;1.28732;1.12184;1.05817;1.28622,8.31,2026-08-26T22:54:53
resnet18,deep_lift,max_sensitivity,0,0.0,7,8,1.1696515679359436,1.15898;1.21965;1.15368;1.06675;1.19147;1.14506;1.23369;1.18794,9.72,2026-08-26T22:55:03
resnet18,deep_lift,max_sensitivity,1,0.1,0,8,1.2879930138587952,1.23919;1.33183;1.15951;1.35514;1.2313;1.38557;1.175;1.4264,9.25,2026-08-26T22:55:12
resnet18,deep_lift,max_sensitivity,1,0.1,1,8,1.2438725680112839,1.34039;1.21259;1.23339;1.14985;1.40562;1.17591;1.22419;1.20903,8.26,2026-08-26T22:55:21
resnet18,deep_lift,max_sensitivity,1,0.1,2,8,1.2558773308992386,1.24824;1.27839;1.30922;1.3143;1.17979;1.20015;1.14774;1.3692,9.83,2026-08-26T22:55:30
resnet18,deep_lift,max_sensitivity,1,0.1,3,8,1.3006461262702942,1.38139;1.30456;1.16171;1.43382;1.3093;1.15766;1.33019;1.32653,8.91,2026-08-26T22:55:39
resnet18,deep_lift,max_sensitivity,1,0.1,4,8,1.2938225716352463,1.21632;1.32909;1.39185;1.43643;1.2418;1.33429;1.20393;1.19687,8.7,2026-08-26T22:55:48
resnet18,deep_lift,max_sensitivity,1,0.1,5,8,1.202276349067688,1.18636;1.24955;1.20603;1.24051;1.17209;1.08747;1.1319;1.34431,9.4,2026-08-26T22:55:57
resnet18,deep_lift,max_sensitivity,1,0.1,6,8,1.251074805855751,1.13911;1.31995;1.52204;1.19785;1.24754;1.12204;1.14677;1.3133,8.39,2026-08-26T22:56:06
resnet18,deep_lift,max_sensitivity,1,0.1,7,8,1.1687699854373932,1.15588;1.20133;1.16169;1.07772;1.19199;1.16588;1.2141;1.18157,9.27,2026-08-26T22:56:15
resnet18,deep_lift,max_sensitivity,2,0.2,0,8,1.2803542762994766,1.23808;1.33067;1.14143;1.35719;1.19811;1.36838;1.17193;1.43705,8.99,2026-08-26T22:56:24
resnet18,deep_lift,max_sensitivity,2,0.2,1,8,1.2551721036434174,1.38114;1.23344;1.28059;1.16367;1.40215;1.16561;1.18971;1.22508,7.97,2026-08-26T22:56:32
resnet18,deep_lift,max_sensitivity,2,0.2,2,8,1.267517313361168,1.27358;1.25783;1.3095;1.2724;1.20556;1.22274;1.15811;1.44043,8.96,2026-08-26T22:56:41
resnet18,deep_lift,max_sensitivity,2,0.2,3,8,1.3166220486164093,1.37919;1.29926;1.19415;1.43836;1.3706;1.19134;1.36272;1.29735,8.49,2026-08-26T22:56:49
resnet18,deep_lift,max_sensitivity,2,0.2,4,8,1.2956565618515015,1.22897;1.32609;1.33838;1.42544;1.24925;1.35301;1.27493;1.16919,8.2,2026-08-26T22:56:58
resnet18,deep_lift,max_sensitivity,2,0.2,5,8,1.2031827867031097,1.22382;1.23265;1.21025;1.23404;1.19067;1.10209;1.13809;1.29386,9.41,2026-08-26T22:57:07
resnet18,deep_lift,max_sensitivity,2,0.2,6,8,1.2520238906145096,1.13205;1.33994;1.50496;1.20569;1.27732;1.13308;1.05303;1.37013,7.61,2026-08-26T22:57:15
resnet18,deep_lift,max_sensitivity,2,0.2,7,8,1.1896245777606964,1.19115;1.21568;1.1702;1.11551;1.1871;1.1652;1.25959;1.21257,9.0,2026-08-26T22:57:24
resnet18,deep_lift,max_sensitivity,3,0.3,0,8,1.307300165295601,1.27385;1.32589;1.16825;1.36751;1.19675;1.55239;1.18272;1.39105,8.64,2026-08-26T22:57:32
resnet18,deep_lift,max_sensitivity,3,0.3,1,8,1.2651338428258896,1.35838;1.24098;1.31935;1.1947;1.42252;1.15359;1.20913;1.22243,7.69,2026-08-26T22:57:40
resnet18,deep_lift,max_sensitivity,3,0.3,2,8,1.2740514129400253,1.22346;1.2868;1.37999;1.28358;1.25366;1.22442;1.14863;1.39188,8.66,2026-08-26T22:57:49
resnet18,deep_lift,max_sensitivity,3,0.3,3,8,1.3278085440397263,1.36922;1.30152;1.18527;1.50665;1.38586;1.20351;1.36763;1.30279,7.56,2026-08-26T22:57:56
resnet18,deep_lift,max_sensitivity,3,0.3,4,8,1.3076603710651398,1.21259;1.32627;1.31561;1.50791;1.27085;1.3913;1.26237;1.17439,8.94,2026-08-26T22:58:05
resnet18,deep_lift,max_sensitivity,3,0.3,5,8,1.215841069817543,1.20941;1.17774;1.22006;1.24439;1.18869;1.10826;1.20451;1.37366,8.33,2026-08-26T22:58:14
resnet18,deep_lift,max_sensitivity,3,0.3,6,8,1.2868856191635132,1.13299;1.49312;1.61606;1.27262;1.2477;1.14526;1.05007;1.33726,7.92,2026-08-26T22:58:21
resnet18,deep_lift,max_sensitivity,3,0.3,7,8,1.1929874271154404,1.18639;1.21389;1.16927;1.11394;1.18832;1.17798;1.27477;1.21933,8.81,2026-08-26T22:58:30
resnet18,deep_lift,max_sensitivity,4,0.4,0,8,1.298786774277687,1.23761;1.35209;1.21047;1.3516;1.21716;1.44404;1.16269;1.41465,7.58,2026-08-26T22:58:38
resnet18,deep_lift,max_sensitivity,4,0.4,1,8,1.2755751013755798,1.34128;1.25469;1.29585;1.21453;1.44169;1.20887;1.21176;1.23595,8.53,2026-08-26T22:58:46
resnet18,deep_lift,max_sensitivity,4,0.4,2,8,1.2911376804113388,1.24755;1.33413;1.3073;1.35298;1.23015;1.25489;1.20443;1.39768,7.46,2026-08-26T22:58:54
resnet18,deep_lift,max_sensitivity,4,0.4,3,8,1.3631978332996368,1.43833;1.35429;1.24072;1.52751;1.36527;1.19015;1.39023;1.39909,8.41,2026-08-26T22:59:02
resnet18,deep_lift,max_sensitivity,4,0.4,4,8,1.310569241642952,1.26621;1.35404;1.35673;1.46017;1.26795;1.29521;1.27794;1.2063,8.53,2026-08-26T22:59:11
resnet18,deep_lift,max_sensitivity,4,0.4,5,8,1.2118531167507172,1.21015;1.23535;1.25212;1.24149;1.20383;1.09945;1.13757;1.31487,7.52,2026-08-26T22:59:18
resnet18,deep_lift,max_sensitivity,4,0.4,6,8,1.2717302441596985,1.13783;1.44872;1.4252;1.25456;1.31226;1.13568;1.09626;1.36333,8.48,2026-08-26T22:59:27
resnet18,deep_lift,max_sensitivity,4,0.4,7,8,1.207504689693451,1.19196;1.23082;1.18789;1.12067;1.2131;1.19033;1.2888;1.23646,7.37,2026-08-26T22:59:34
resnet18,deep_lift,max_sensitivity,5,0.5,0,8,1.3283768743276596,1.25015;1.44318;1.19911;1.38696;1.23599;1.47306;1.17798;1.46059,7.51,2026-08-26T22:59:42
resnet18,deep_lift,max_sensitivity,5,0.5,1,8,1.302076295018196,1.37951;1.25738;1.32529;1.2382;1.54819;1.16106;1.25789;1.24909,6.27,2026-08-26T22:59:48
resnet18,deep_lift,max_sensitivity,5,0.5,2,8,1.3250130712985992,1.2995;1.3684;1.33555;1.41743;1.24585;1.29566;1.19513;1.44259,7.64,2026-08-26T22:59:56
resnet18,deep_lift,max_sensitivity,5,0.5,3,8,1.3599425852298737,1.43043;1.35879;1.20614;1.57011;1.38355;1.20507;1.40218;1.32328,6.71,2026-08-26T23:00:02
resnet18,deep_lift,max_sensitivity,5,0.5,4,8,1.3233415186405182,1.27103;1.38364;1.39613;1.50065;1.28326;1.30515;1.24479;1.20208,7.63,2026-08-26T23:00:10
resnet18,deep_lift,max_sensitivity,5,0.5,5,8,1.2211777120828629,1.25216;1.22986;1.22041;1.26601;1.19639;1.09429;1.15187;1.35843,6.4,2026-08-26T23:00:16
resnet18,deep_lift,max_sensitivity,5,0.5,6,8,1.2933385223150253,1.14904;1.399;1.66741;1.25466;1.28651;1.13848;1.11245;1.33916,7.58,2026-08-26T23:00:24
resnet18,deep_lift,max_sensitivity,5,0.5,7,8,1.2205008268356323,1.20688;1.2513;1.19434;1.13772;1.21052;1.23909;1.28876;1.23539,6.4,2026-08-26T23:00:30
resnet18,deep_lift,max_sensitivity,6,0.6,0,8,1.3551031798124313,1.26756;1.38488;1.22575;1.39887;1.30119;1.57513;1.19147;1.49596,7.33,2026-08-26T23:00:38
resnet18,deep_lift,max_sensitivity,6,0.6,1,8,1.3190875798463821,1.40489;1.3049;1.38049;1.23303;1.53871;1.19516;1.24695;1.24856,6.11,2026-08-26T23:00:44
resnet18,deep_lift,max_sensitivity,6,0.6,2,8,1.3419083207845688,1.33948;1.3337;1.44422;1.36772;1.24747;1.33199;1.22109;1.4496,7.34,2026-08-26T23:00:51
resnet18,deep_lift,max_sensitivity,6,0.6,3,8,1.377916932106018,1.43064;1.39788;1.2785;1.55512;1.3836;1.23568;1.36523;1.3767,6.18,2026-08-26T23:00:57
resnet18,deep_lift,max_sensitivity,6,0.6,4,8,1.3462761789560318,1.29216;1.41423;1.37608;1.50516;1.28619;1.36979;1.26293;1.26368,7.39,2026-08-26T23:01:05
resnet18,deep_lift,max_sensitivity,6,0.6,5,8,1.2269135415554047,1.25781;1.24596;1.26865;1.25436;1.21616;1.0893;1.11983;1.36323,6.47,2026-08-26T23:01:11
resnet18,deep_lift,max_sensitivity,6,0.6,6,8,1.306338906288147,1.1612;1.37343;1.65146;1.20879;1.39621;1.14419;1.17985;1.33557,7.22,2026-08-26T23:01:18
resnet18,deep_lift,max_sensitivity,6,0.6,7,8,1.2369760870933533,1.19542;1.26397;1.2162;1.13362;1.23773;1.21502;1.38575;1.24809,6.06,2026-08-26T23:01:24
resnet18,deep_lift,max_sensitivity,7,0.7,0,8,1.340519517660141,1.30073;1.39679;1.23593;1.3771;1.25973;1.53256;1.19354;1.42777,7.04,2026-08-26T23:01:31
resnet18,deep_lift,max_sensitivity,7,0.7,1,8,1.3242939412593842,1.41459;1.31612;1.33592;1.25793;1.56474;1.20793;1.2356;1.26152,5.79,2026-08-26T23:01:37
resnet18,deep_lift,max_sensitivity,7,0.7,2,8,1.3457226902246475,1.34782;1.3588;1.39925;1.35472;1.30519;1.30415;1.26726;1.42858,6.41,2026-08-26T23:01:44
resnet18,deep_lift,max_sensitivity,7,0.7,3,8,1.4115935415029526,1.52807;1.41621;1.31683;1.58217;1.46489;1.22753;1.38347;1.37358,6.36,2026-08-26T23:01:50
resnet18,deep_lift,max_sensitivity,7,0.7,4,8,1.349551647901535,1.3566;1.37341;1.38106;1.48902;1.3254;1.356;1.29679;1.21813,6.07,2026-08-26T23:01:56
resnet18,deep_lift,max_sensitivity,7,0.7,5,8,1.2313056588172913,1.22323;1.31909;1.24747;1.28778;1.18176;1.1016;1.1767;1.3128,6.73,2026-08-26T23:02:03
resnet18,deep_lift,max_sensitivity,7,0.7,6,8,1.2914693802595139,1.16603;1.391;1.58932;1.27165;1.32028;1.16661;1.07759;1.34928,5.78,2026-08-26T23:02:09
resnet18,deep_lift,max_sensitivity,7,0.7,7,8,1.2495135068893433,1.20042;1.23095;1.21013;1.17105;1.23661;1.2503;1.43938;1.25727,6.99,2026-08-26T23:02:16
resnet18,deep_lift,max_sensitivity,8,0.8,0,8,1.355895385146141,1.25412;1.42143;1.24257;1.50008;1.26121;1.54463;1.18955;1.43358,5.55,2026-08-26T23:02:21
resnet18,deep_lift,max_sensitivity,8,0.8,1,8,1.327272742986679,1.43609;1.35805;1.34385;1.29434;1.48867;1.24536;1.20553;1.24628,6.53,2026-08-26T23:02:28
resnet18,deep_lift,max_sensitivity,8,0.8,2,8,1.3788749873638153,1.30715;1.44941;1.37651;1.4725;1.30071;1.36799;1.26889;1.48785,5.17,2026-08-26T23:02:33
resnet18,deep_lift,max_sensitivity,8,0.8,3,8,1.4219793230295181,1.57231;1.41625;1.28045;1.58733;1.43648;1.25476;1.43373;1.39454,5.68,2026-08-26T23:02:39
resnet18,deep_lift,max_sensitivity,8,0.8,4,8,1.3676312416791916,1.30974;1.41615;1.4619;1.44982;1.31754;1.39906;1.3599;1.22694,5.84,2026-08-26T23:02:44
resnet18,deep_lift,max_sensitivity,8,0.8,5,8,1.2384566366672516,1.23323;1.21321;1.23453;1.2945;1.28961;1.10698;1.17953;1.35605,5.13,2026-08-26T23:02:50
resnet18,deep_lift,max_sensitivity,8,0.8,6,8,1.3017641603946686,1.18946;1.41952;1.67211;1.23508;1.30764;1.1499;1.09618;1.34423,6.6,2026-08-26T23:02:56
resnet18,deep_lift,max_sensitivity,8,0.8,7,8,1.2533744871616364,1.24701;1.25746;1.2202;1.16378;1.27356;1.27627;1.31325;1.27546,5.17,2026-08-26T23:03:01
resnet18,deep_lift,max_sensitivity,9,0.9,0,8,1.3562263399362564,1.26678;1.41998;1.26528;1.42159;1.259;1.56996;1.22143;1.42579,5.26,2026-08-26T23:03:07
resnet18,deep_lift,max_sensitivity,9,0.9,1,8,1.365719974040985,1.41972;1.37186;1.42063;1.32776;1.5926;1.22865;1.26215;1.30239,5.56,2026-08-26T23:03:12
resnet18,deep_lift,max_sensitivity,9,0.9,2,8,1.3853091150522232,1.34343;1.42899;1.44102;1.39044;1.31158;1.3497;1.2807;1.53661,4.69,2026-08-26T23:03:17
resnet18,deep_lift,max_sensitivity,9,0.9,3,8,1.4378445446491241,1.56356;1.47525;1.30946;1.56844;1.41401;1.28011;1.42926;1.46266,6.38,2026-08-26T23:03:23
resnet18,deep_lift,max_sensitivity,9,0.9,4,8,1.3717786818742752,1.31285;1.42848;1.42866;1.44154;1.34123;1.41602;1.3229;1.28256,4.81,2026-08-26T23:03:28
resnet18,deep_lift,max_sensitivity,9,0.9,5,8,1.254580244421959,1.22305;1.25123;1.26833;1.28446;1.27552;1.1334;1.21371;1.38694,4.63,2026-08-26T23:03:33
resnet18,deep_lift,max_sensitivity,9,0.9,6,8,1.3145098090171814,1.27302;1.40443;1.57206;1.25572;1.3206;1.14986;1.18303;1.35736,6.1,2026-08-26T23:03:39
resnet18,deep_lift,max_sensitivity,9,0.9,7,8,1.2868971973657608,1.23553;1.35697;1.244;1.16446;1.2784;1.27361;1.41462;1.3276,4.69,2026-08-26T23:03:43
resnet18,deep_lift,random_logit,0,0.0,0,8,0.6172932581713676,0.504659;0.521353;0.74543;0.647558;0.640082;0.708227;0.570306;0.600731,1.27,2026-08-26T23:03:45
resnet18,deep_lift,random_logit,0,0.0,1,8,0.6951842113442522,0.696976;0.757558;0.642808;0.772455;0.613587;0.762263;0.533471;0.782355,1.23,2026-08-26T23:03:46
resnet18,deep_lift,random_logit,0,0.0,2,8,0.6381979840592471,0.646213;0.465657;0.67778;0.633765;0.817384;0.585445;0.683554;0.595783,1.25,2026-08-26T23:03:47
resnet18,deep_lift,random_logit,0,0.0,3,8,0.6493256478822241,0.675196;0.533309;0.727266;0.645225;0.62503;0.664277;0.630138;0.694165,1.9,2026-08-26T23:03:49
resnet18,deep_lift,random_logit,0,0.0,4,8,0.6731773038914175,0.795511;0.682942;0.678855;0.634414;0.664307;0.489596;0.645374;0.79442,1.82,2026-08-26T23:03:51
resnet18,deep_lift,random_logit,0,0.0,5,8,0.6512305784516229,0.574083;0.586929;0.631454;0.588289;0.600835;0.664278;0.90951;0.654467,1.31,2026-08-26T23:03:52
resnet18,deep_lift,random_logit,0,0.0,6,8,0.6676870255665013,0.827349;0.625319;0.586929;0.607434;0.662762;0.465127;0.912062;0.654514,1.22,2026-08-26T23:03:54
resnet18,deep_lift,random_logit,0,0.0,7,8,0.6788761809997137,0.751864;0.611881;0.72717;0.786104;0.648013;0.496751;0.726601;0.682626,1.29,2026-08-26T23:03:55
resnet18,deep_lift,random_logit,1,0.1,0,8,0.5755157112118033,0.450385;0.483005;0.677285;0.605245;0.60355;0.66235;0.541655;0.580649,1.21,2026-08-26T23:03:56
resnet18,deep_lift,random_logit,1,0.1,1,8,0.6557902221031598,0.677142;0.67674;0.606754;0.722726;0.566319;0.749538;0.499485;0.747617,1.21,2026-08-26T23:03:57
resnet18,deep_lift,random_logit,1,0.1,2,8,0.6089118488933541,0.635102;0.426047;0.649861;0.605108;0.749514;0.572961;0.661268;0.571433,1.24,2026-08-26T23:03:58
resnet18,deep_lift,random_logit,1,0.1,3,8,0.6027262376323095,0.617028;0.463023;0.666158;0.603921;0.588102;0.637248;0.594467;0.651862,1.23,2026-08-26T23:04:00
resnet18,deep_lift,random_logit,1,0.1,4,8,0.6296235687364975,0.733798;0.666464;0.628319;0.577746;0.621908;0.449689;0.61561;0.743454,1.23,2026-08-26T23:04:01
resnet18,deep_lift,random_logit,1,0.1,5,8,0.612257642811519,0.531841;0.542825;0.588772;0.526232;0.557125;0.609161;0.908147;0.633958,1.71,2026-08-26T23:04:03
resnet18,deep_lift,random_logit,1,0.1,6,8,0.6356132727329316,0.799129;0.599239;0.550556;0.565004;0.628974;0.430515;0.896988;0.614502,1.84,2026-08-26T23:04:04
resnet18,deep_lift,random_logit,1,0.1,7,8,0.6228231590336998,0.691456;0.576773;0.65679;0.74582;0.559699;0.457697;0.693851;0.600498,1.43,2026-08-26T23:04:06
resnet18,deep_lift,random_logit,2,0.2,0,8,0.5529075078937278,0.464846;0.45884;0.622412;0.574374;0.580772;0.627895;0.524593;0.569528,1.19,2026-08-26T23:04:07
resnet18,deep_lift,random_logit,2,0.2,1,8,0.6080395021724732,0.646327;0.595224;0.588886;0.608277;0.550334;0.715147;0.462996;0.697127,1.16,2026-08-26T23:04:08
resnet18,deep_lift,random_logit,2,0.2,2,8,0.576599055484422,0.609559;0.397139;0.621791;0.573305;0.702442;0.557642;0.60896;0.541956,1.2,2026-08-26T23:04:09
resnet18,deep_lift,random_logit,2,0.2,3,8,0.5762562714371555,0.56702;0.49751;0.628275;0.579217;0.552251;0.609658;0.56963;0.60649,1.18,2026-08-26T23:04:11
resnet18,deep_lift,random_logit,2,0.2,4,8,0.5917676807077862,0.685268;0.657532;0.59619;0.542332;0.589709;0.423968;0.597389;0.641754,1.15,2026-08-26T23:04:12
resnet18,deep_lift,random_logit,2,0.2,5,8,0.5738754496321193,0.496588;0.511148;0.556689;0.475811;0.528116;0.518363;0.886131;0.61816,1.19,2026-08-26T23:04:13
resnet18,deep_lift,random_logit,2,0.2,6,8,0.6085186789669715,0.783852;0.581739;0.494961;0.518665;0.610148;0.4016;0.892431;0.584754,1.15,2026-08-26T23:04:14
resnet18,deep_lift,random_logit,2,0.2,7,8,0.5559329938828915,0.541889;0.457416;0.603732;0.714938;0.492335;0.429832;0.671037;0.536286,1.25,2026-08-26T23:04:15
resnet18,deep_lift,random_logit,3,0.3,0,8,0.5340512095652835,0.458744;0.442047;0.59186;0.536888;0.56201;0.605244;0.510953;0.564664,1.66,2026-08-26T23:04:17
resnet18,deep_lift,random_logit,3,0.3,1,8,0.590578788826212,0.65896;0.571359;0.52482;0.662595;0.530515;0.666965;0.403494;0.705922,1.6,2026-08-26T23:04:19
resnet18,deep_lift,random_logit,3,0.3,2,8,0.5553526205997772,0.591709;0.379576;0.602942;0.526289;0.671415;0.552469;0.598218;0.520204,1.28,2026-08-26T23:04:20
